Id	Categories	Description
ENOG4111SPS	S	CAAX amino terminal protease family
ENOG4111SPV	M	outer membrane lipoprotein
ENOG4111SPW	S	Tetratricopeptide repeat
ENOG4111SPX	S	Protein of unknown function (DUF2817)
ENOG4111SPY	S	integral membrane protein
ENOG4111SPZ	S	NA
ENOG4111SQ0	S	Phage portal protein, SPP1 Gp6-like
ENOG4111SQ1	M	glycosyl transferase Family
ENOG4111SQ2	S	NA
ENOG4111SQ3	S	bleomycin resistance protein dioxygenase
ENOG4111SQ4	S	Abortive infection protein
ENOG4111SQ6	S	doxx family
ENOG4111SQ7	S	NA
ENOG4111SQ8	S	NA
ENOG4111SQ9	S	Intracellular multiplication protein IcmW
ENOG4111SQA	S	ABC-2 type transporter
ENOG4111SQC	S	NA
ENOG4111SQE	S	NA
ENOG4111SQF	S	Epimerase
ENOG4111SQH	K	XRE family Transcriptional regulator
ENOG4111SQI	S	Protein of unknown function (DUF402)
ENOG4111SQJ	S	NA
ENOG4111SQK	L	Transposase
ENOG4111SQN	M	Chain length determinant family protein
ENOG4111SQR	S	Methyl-accepting chemotaxis sensory transducer
ENOG4111SQS	K	single myb histone
ENOG4111SQT	S	Tfp pilus assembly protein ATPase
ENOG4111SQU	S	NA
ENOG4111SQV	S	Pkd domain containing protein
ENOG4111SQW	M	Transglycosylase SLT domain
ENOG4111SQX	S	Cyclase dehydrase
ENOG4111SQY	S	NIF3 (NGG1p interacting factor 3)
ENOG4111SQZ	S	Phage-Related Minor Tail Protein
ENOG4111SR0	S	NA
ENOG4111SR3	S	NA
ENOG4111SR4	S	NA
ENOG4111SR5	S	NA
ENOG4111SR6	S	NA
ENOG4111SR7	S	Uncharacterized conserved protein (DUF2358)
ENOG4111SR8	S	NA
ENOG4111SR9	S	NA
ENOG4111SRA	S	Domain of unknown function (DUF1887)
ENOG4111SRB	S	NA
ENOG4111SRC	S	NA
ENOG4111SRD	S	NA
ENOG4111SRH	S	NA
ENOG4111SRI	K	CopG family transcriptional regulator
ENOG4111SRK	O	neuroblastoma, suppression of tumorigenicity 1
ENOG4111SRM	S	methyltransferase, type 11
ENOG4111SRR	S	paraquat-inducible protein a
ENOG4111SRS	S	NA
ENOG4111SRW	K	homeobox
ENOG4111SRX	K	Transcriptional modulator of MazE toxin, MazF
ENOG4111SRY	S	NA
ENOG4111SS0	S	virulence-associated protein E
ENOG4111SS4	S	CopG domain protein DNA-binding domain protein
ENOG4111SS5	S	Domain of unknown function (DUF1707)
ENOG4111SS7	M	Peptidase M15B and M15C DD-carboxypeptidase VanY, endolysin
ENOG4111SS8	S	NA
ENOG4111SS9	I	Phosphatidylglycerophosphatase A
ENOG4111SSA	S	NA
ENOG4111SSC	U	phosphatidylglycerol phosphatidylinositol transfer protein
ENOG4111SSF	S	Type-F conjugative transfer system protein TraW
ENOG4111SSG	T	UspA domain protein
ENOG4111SSI	S	NA
ENOG4111SSP	S	ZnF_C2H2
ENOG4111SSR	S	NA
ENOG4111SSS	S	NA
ENOG4111SSU	S	Cysteine-rich secretory protein family
ENOG4111SSW	S	peptidoglycan-binding domain 1
ENOG4111SSX	S	NA
ENOG4111SSY	S	NA
ENOG4111SSZ	S	NA
ENOG4111ST0	S	NA
ENOG4111ST2	S	NA
ENOG4111ST3	S	NA
ENOG4111ST4	V	hnh nuclease
ENOG4111ST6	V	Beta-lactamase
ENOG4111ST7	T	Histidine kinase
ENOG4111ST8	S	pyridoxamine 5'-phosphate
ENOG4111ST9	S	NA
ENOG4111STB	S	NA
ENOG4111STC	S	Protein of unknown function (DUF2877)
ENOG4111STD	K	GntR family transcriptional regulator
ENOG4111STE	P	TonB-dependent Receptor Plug
ENOG4111STH	S	repeat-containing protein
ENOG4111STI	M	Glycosyl transferase (Group 1
ENOG4111STJ	U	Type ii secretion system
ENOG4111STK	S	NA
ENOG4111STM	S	cutinase
ENOG4111STP	K	Sigma-70 region 2 
ENOG4111STQ	S	NA
ENOG4111STR	S	SET
ENOG4111STT	S	NA
ENOG4111STV	S	Glutamine amidotransferase class-I
ENOG4111STW	S	NA
ENOG4111STX	S	NA
ENOG4111STZ	S	NA
ENOG4111SU0	S	NA
ENOG4111SU2	S	NA
ENOG4111SU3	S	CopG domain protein DNA-binding domain protein
ENOG4111SU4	M	Glycosyltransferase family 9 (heptosyltransferase)
ENOG4111SU5	K	Tetr family transcriptional regulator
ENOG4111SU6	S	NA
ENOG4111SU7	S	NA
ENOG4111SU8	S	GlcNAc-PI de-N-acetylase
ENOG4111SUA	U	Fimbrial assembly family protein
ENOG4111SUD	S	NA
ENOG4111SUF	S	Oxidoreductase family, NAD-binding Rossmann fold
ENOG4111SUG	O	Bcl-2-associated athanogene
ENOG4111SUH	S	Excisionase
ENOG4111SUI	S	NA
ENOG4111SUJ	S	Aminoglycoside phosphotransferase
ENOG4111SUM	S	Integrase
ENOG4111SUS	O	AhpC TSA antioxidant enzyme domain containing 1
ENOG4111SUT	S	Acetyltransferase (GNAT) family
ENOG4111SUX	S	NA
ENOG4111SUY	S	Pentapeptide repeat protein
ENOG4111SUZ	S	NA
ENOG4111SV1	S	NA
ENOG4111SV3	S	ImpA-related N-terminal
ENOG4111SV4	S	NA
ENOG4111SV5	S	KAP P-loop
ENOG4111SV6	M	O-Antigen Polymerase
ENOG4111SV7	S	NA
ENOG4111SV8	S	(twin-arginine translocation) pathway signal
ENOG4111SVA	S	NA
ENOG4111SVB	U	type iii secretion
ENOG4111SVC	S	Alpha beta hydrolase
ENOG4111SVD	U	MSHA biogenesis protein, MshO
ENOG4111SVH	S	NA
ENOG4111SVI	S	Flavin containing amine oxidoreductase
ENOG4111SVM	S	Putative esterase
ENOG4111SVN	U	Cation channel, sperm associated 3
ENOG4111SVQ	S	NA
ENOG4111SVS	S	NA
ENOG4111SVT	S	NA
ENOG4111SVU	S	NA
ENOG4111SVV	S	Conserved hypothetical protein (Lin0512_fam)
ENOG4111SVW	S	(Lipo)protein
ENOG4111SVX	O	peptidylprolyl cistrans isomerase
ENOG4111SVY	S	Malate dehydrogenase
ENOG4111SVZ	S	NA
ENOG4111SW0	S	PPIC-type PPIASE domain protein
ENOG4111SW2	K	transcriptional Regulator, TetR
ENOG4111SW3	S	P4Hc
ENOG4111SW4	S	Patatin-like phospholipase
ENOG4111SW5	S	Protein of unknown function (DUF1559)
ENOG4111SW7	S	NA
ENOG4111SWA	S	Uroporphyrinogen decarboxylase (URO-D)
ENOG4111SWB	S	NA
ENOG4111SWC	S	NA
ENOG4111SWD	S	NA
ENOG4111SWE	S	Phospholipase Carboxylesterase
ENOG4111SWG	M	Nucleotidyl transferase
ENOG4111SWH	S	integral membrane protein
ENOG4111SWI	S	NA
ENOG4111SWJ	S	EF-hand calcium binding domain 9
ENOG4111SWR	S	alpha/beta hydrolase fold
ENOG4111SWS	I	phytoene synthase
ENOG4111SWT	S	phosphoesterase PA-phosphatase related protein
ENOG4111SWU	S	NA
ENOG4111SWW	S	NA
ENOG4111SWZ	S	NA
ENOG4111SX1	S	NA
ENOG4111SX2	U	Tfp pilus assembly protein ATPase PilM-like protein
ENOG4111SX4	S	Protein of unknown function (DUF796)
ENOG4111SX6	S	NA
ENOG4111SX7	C	NADH-ubiquinone plastoquinone oxidoreductase chain 6
ENOG4111SX8	S	NA
ENOG4111SX9	M	polysaccharide export
ENOG4111SXB	S	NA
ENOG4111SXC	S	NA
ENOG4111SXF	S	NA
ENOG4111SXH	T	Diguanylate cyclase
ENOG4111SXM	S	NA
ENOG4111SXP	S	Protein of unknown function (DUF3575)
ENOG4111SXQ	S	NA
ENOG4111SXS	T	response regulator
ENOG4111SXT	S	Rtr1/RPAP2 family
ENOG4111SXU	S	Bacterial protein of unknown function (Gcw_chp)
ENOG4111SXX	S	NA
ENOG4111SXY	K	TetR family transcriptional Regulator
ENOG4111SXZ	S	NA
ENOG4111SY1	G	Glycosyl hydrolases family 18
ENOG4111SY2	S	BTB/POZ domain
ENOG4111SY3	S	EamA-like transporter family
ENOG4111SY4	S	NA
ENOG4111SY5	L	ISBm1, transposase orfA
ENOG4111SY6	S	integral membrane protein
ENOG4111SY9	S	(Lipo)protein
ENOG4111SYB	S	Protein of unknown function (DUF1559)
ENOG4111SYC	S	domain protein
ENOG4111SYF	S	NA
ENOG4111SYH	S	Peroxisomal membrane protein
ENOG4111SYI	T	response regulator
ENOG4111SYK	S	Protein of unknown function (DUF1211)
ENOG4111SYM	S	NA
ENOG4111SYN	S	Conserved hypothetical, protein
ENOG4111SYP	S	XisI protein
ENOG4111SYR	S	NA
ENOG4111SYT	T	protein serine threonine
ENOG4111SYV	T	Protein phosphatase 1, regulatory (Inhibitor) subunit 2
ENOG4111SYW	S	short chain dehydrogenase
ENOG4111SYX	S	NA
ENOG4111SYZ	S	NA
ENOG4111SZ1	C	PBS lyase HEAT domain protein repeat-containing protein
ENOG4111SZ2	E	Microcompartments protein
ENOG4111SZ4	S	Conserved hypothetical, protein
ENOG4111SZ5	S	CBS domain-containing protein
ENOG4111SZ6	S	glutamine amidotransferase
ENOG4111SZ9	U	Component of the BLOC-1 complex, a complex that is required for normal biogenesis of lysosome-related organelles (LRO), such as platelet dense granules and melanosomes. In concert with the AP-3 complex, the BLOC-1 complex is required to target membrane protein cargos into vesicles assembled at cell bodies for delivery into neurites and nerve terminals. The BLOC-1 complex, in association with SNARE proteins, is also proposed to be involved in neurite extension. Plays a role in intracellular vesicle trafficking
ENOG4111SZB	S	5 nucleotidase deoxy cytosolic type C
ENOG4111SZD	N	Structural component of flagellum, the bacterial motility apparatus. Part of the rod structure of flagellar basal body (By similarity)
ENOG4111SZE	S	E3 Ubiquitin ligase
ENOG4111SZG	S	Pfam:DUF820
ENOG4111SZH	S	PINc
ENOG4111SZJ	S	NA
ENOG4111SZM	S	inhibitor of vertebrate lysozyme
ENOG4111SZP	L	Transposase
ENOG4111SZR	K	Tetr family transcriptional regulator
ENOG4111SZT	S	NA
ENOG4111SZU	S	NA
ENOG4111SZV	S	NA
ENOG4111SZW	S	NA
ENOG4111SZX	S	NA
ENOG4111SZZ	J	Zinc finger, CCHC domain containing 17
ENOG4111T00	S	NA
ENOG4111T01	S	peptidoglycan binding domain-containing protein
ENOG4111T02	S	zinc-binding protein
ENOG4111T04	S	Methyltransferase type 11
ENOG4111T05	G	Sugar ABC transporter periplasmic sugar-binding protein
ENOG4111T09	S	NA
ENOG4111T0A	S	PRC-barrel domain
ENOG4111T0B	S	NA
ENOG4111T0C	M	Glycosyl transferases group 1
ENOG4111T0D	S	Phosphate-Selective Porin O and P
ENOG4111T0E	T	Histidine kinase
ENOG4111T0F	S	Kallmann syndrome 1 sequence
ENOG4111T0H	S	NA
ENOG4111T0J	S	Glycoside Hydrolase Family 25
ENOG4111T0M	E	Branched-chain amino acid
ENOG4111T0P	S	Domain of unknown function (DUF1823)
ENOG4111T0Q	S	NA
ENOG4111T0T	S	PAP2 superfamily
ENOG4111T0U	S	NA
ENOG4111T0W	S	Protein of unknown function (DUF3685) 
ENOG4111T0X	S	NA
ENOG4111T0Y	S	Membrane
ENOG4111T0Z	S	KR domain
ENOG4111T12	S	KAT8 regulatory NSL complex subunit 1-like
ENOG4111T13	S	NA
ENOG4111T15	S	lipolytic protein G-D-S-L family
ENOG4111T16	S	Pilus assembly protein
ENOG4111T17	S	PH
ENOG4111T18	K	LysR family transcriptional regulator
ENOG4111T1A	S	NA
ENOG4111T1B	S	ROK family
ENOG4111T1D	S	R3H domain and coiled-coil containing 1-like
ENOG4111T1E	S	NA
ENOG4111T1F	S	Alpha beta hydrolase
ENOG4111T1H	S	PX domain-containing protein
ENOG4111T1J	S	PRKR interacting protein 1 (IL11 inducible)
ENOG4111T1K	S	NA
ENOG4111T1M	U	Sodium/calcium exchanger protein
ENOG4111T1Q	S	NA
ENOG4111T1S	S	NA
ENOG4111T1U	S	Pfam:DUF82
ENOG4111T1X	S	cold acclimation
ENOG4111T1Y	T	Nitrogen regulation protein, NtrB
ENOG4111T1Z	S	NA
ENOG4111T20	S	NAD dependent epimerase dehydratase family protein
ENOG4111T21	S	Domain of Unknown Function (DUF1080)
ENOG4111T22	S	Pfam:Transposase_37
ENOG4111T25	M	Capsular polysaccharide synthesis protein
ENOG4111T27	S	NA
ENOG4111T29	T	GAF sensor protein
ENOG4111T2A	S	NA
ENOG4111T2D	S	Lipoprotein amino terminal region
ENOG4111T2F	S	NA
ENOG4111T2G	S	NA
ENOG4111T2H	S	NA
ENOG4111T2I	S	PsbP
ENOG4111T2M	S	Lactoylglutathione lyase
ENOG4111T2N	S	Nicotiana lesion-inducing like
ENOG4111T2Q	S	EamA-like transporter family
ENOG4111T2S	S	NA
ENOG4111T2T	K	Transcriptional regulator, ARSR family
ENOG4111T2U	S	(LipO)protein
ENOG4111T2V	S	MDMPI C-terminal domain
ENOG4111T2X	S	NA
ENOG4111T2Y	S	Pfam:Pili_assembly_N
ENOG4111T2Z	S	NA
ENOG4111T30	S	methyltransferase FkbM family
ENOG4111T32	J	protein complex subunit organization
ENOG4111T35	S	NA
ENOG4111T37	S	M42 glutamyl aminopeptidase
ENOG4111T38	K	Transcriptional regulator, TetR family
ENOG4111T3A	S	PDGFA associated protein 1
ENOG4111T3C	P	ABC 3 transport family
ENOG4111T3D	S	Protein of unknown function (DUF2490)
ENOG4111T3E	J	Component of the 90S pre-ribosome involved in the maturation of rRNAs. Required for early cleavages of the pre-RNAs in the 40S ribosomal subunit maturation pathway (By similarity)
ENOG4111T3F	S	relaxase Mobilization nuclease
ENOG4111T3G	S	von Willebrand factor type A domain
ENOG4111T3I	E	Branched-chain amino acid transport system / permease component
ENOG4111T3J	K	ROK family
ENOG4111T3K	S	(ABC) transporter
ENOG4111T3M	S	NA
ENOG4111T3N	K	Transcriptional regulator
ENOG4111T3P	S	NADPH-dependent FMN reductase
ENOG4111T3R	S	MraZ protein
ENOG4111T3S	S	type i phosphodiesterase nucleotide pyrophosphatase
ENOG4111T3T	O	cytochrome c biogenesis protein trans
ENOG4111T3U	S	NA
ENOG4111T3V	S	ORF6N domain
ENOG4111T3W	K	CREB ATF bZIP transcription factor
ENOG4111T3X	S	Alpha beta hydrolase fold protein
ENOG4111T3Y	K	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity. The beta chain is required for initiation of replication once it is clamped onto DNA, it slides freely (bidirectional and ATP- independent) along duplex DNA (By similarity)
ENOG4111T41	S	GRIP domain
ENOG4111T42	K	TetR family transcriptional Regulator
ENOG4111T43	O	peptidase
ENOG4111T44	L	Site-specific recombinase, phage integrase family
ENOG4111T45	S	Phosphate-Selective Porin O and P
ENOG4111T46	S	Demethylmenaquinone methyltransferase
ENOG4111T47	S	transmembrane protein 17
ENOG4111T48	S	NA
ENOG4111T49	K	GATA zinc finger
ENOG4111T4A	C	cytochrome c
ENOG4111T4B	S	Protein of unknown function (DUF2874)
ENOG4111T4D	S	NA
ENOG4111T4E	S	NA
ENOG4111T4F	S	NA
ENOG4111T4G	S	NA
ENOG4111T4J	S	NA
ENOG4111T4K	S	ZnF_C2H2
ENOG4111T4N	K	rna polymerase
ENOG4111T4P	L	transposase
ENOG4111T4Q	S	NA
ENOG4111T4R	S	NA
ENOG4111T4S	U	PH domain
ENOG4111T4T	S	NA
ENOG4111T4U	S	to SET domain and mariner transposase fusion Hydra magnipapillata 
ENOG4111T4V	S	NA
ENOG4111T4W	S	Protein of unknown function (DUF2797)
ENOG4111T4X	S	M6 family metalloprotease domain protein
ENOG4111T50	S	NA
ENOG4111T51	T	Transcriptional regulator, Crp Fnr family
ENOG4111T52	S	NA
ENOG4111T53	Q	phytanoyl-CoA dioxygenase
ENOG4111T54	S	NA
ENOG4111T55	T	HDOD domain
ENOG4111T57	S	NA
ENOG4111T58	S	short-chain dehydrogenase reductase
ENOG4111T5B	S	NA
ENOG4111T5G	S	Phage integrase
ENOG4111T5I	C	Aldo/keto reductase family
ENOG4111T5K	M	glycosyl transferase group 1
ENOG4111T5M	S	NA
ENOG4111T5N	S	NA
ENOG4111T5P	S	NA
ENOG4111T5R	S	Protein of unknown function (DUF2847)
ENOG4111T5T	S	LRR
ENOG4111T5U	K	Transcriptional regulator
ENOG4111T5V	S	NA
ENOG4111T5W	G	Major Facilitator superfamily
ENOG4111T5X	S	VIT family
ENOG4111T5Y	S	NA
ENOG4111T5Z	S	NA
ENOG4111T60	S	NA
ENOG4111T62	S	NA
ENOG4111T63	S	endoribonuclease L-psp
ENOG4111T64	S	Methyltransferase domain
ENOG4111T65	S	NA
ENOG4111T66	I	Enoyl-CoA hydratase
ENOG4111T67	S	NA
ENOG4111T68	L	Transposase (IS4 family
ENOG4111T69	S	NA
ENOG4111T6A	S	Amino terminal protease
ENOG4111T6B	S	Dehydratase
ENOG4111T6C	S	KH domain
ENOG4111T6E	S	Uncharacterised protein family (UPF0093)
ENOG4111T6F	S	NA
ENOG4111T6G	S	NA
ENOG4111T6H	K	RNA Polymerase
ENOG4111T6J	S	Conserved hypothetical, protein
ENOG4111T6K	S	DivIVA domain protein
ENOG4111T6N	S	Aminotransferase class IV
ENOG4111T6P	S	NA
ENOG4111T6Q	T	Sensor histidine kinase
ENOG4111T6R	S	methyltransferase, type 11
ENOG4111T6T	S	Methionine biosynthesis protein MetW
ENOG4111T6U	S	NA
ENOG4111T6V	S	pyridoxamine 5'-phosphate oxidase-related, FMN-binding
ENOG4111T6W	S	NA
ENOG4111T6X	S	Domain of unknown function (DUF1905)
ENOG4111T6Z	S	NA
ENOG4111T70	I	fatty acid desaturase
ENOG4111T72	S	NA
ENOG4111T73	S	V-type ATP synthase, subunit A
ENOG4111T75	S	extracellular solute-binding protein
ENOG4111T76	S	NA
ENOG4111T77	S	Mammalian cell entry related domain protein
ENOG4111T78	S	RimK domain protein ATP-grasp
ENOG4111T79	S	NA
ENOG4111T7A	S	Secreted protein
ENOG4111T7C	S	NA
ENOG4111T7D	K	Bacterial regulatory proteins, tetR family
ENOG4111T7E	S	conserved hypothetical protein
ENOG4111T7J	S	NA
ENOG4111T7K	S	NA
ENOG4111T7N	K	Bacterial regulatory proteins, tetR family
ENOG4111T7R	S	signal transduction protein with EFhand domain
ENOG4111T7U	S	NA
ENOG4111T7V	S	UPF0548 protein
ENOG4111T7W	S	6-pyruvoyl tetrahydropterin synthase
ENOG4111T7X	S	RRM domain protein
ENOG4111T7Y	S	NA
ENOG4111T7Z	S	NA
ENOG4111T80	S	NA
ENOG4111T81	S	DNA-binding protein hu
ENOG4111T82	K	Transcriptional regulator
ENOG4111T83	S	NA
ENOG4111T85	S	Tagatose 6 phosphate kinase
ENOG4111T86	S	membrAne
ENOG4111T87	S	gCN5-related N-acetyltransferase
ENOG4111T88	S	formylmethanofuran dehydrogenase, subunit
ENOG4111T89	S	NA
ENOG4111T8C	S	NA
ENOG4111T8D	S	NA
ENOG4111T8E	S	Phosphotransferase
ENOG4111T8F	S	NA
ENOG4111T8G	S	NA
ENOG4111T8H	S	NA
ENOG4111T8I	Q	Exhibits S-adenosyl-L-methionine-dependent methyltransferase activity (By similarity)
ENOG4111T8J	S	transposon protein
ENOG4111T8K	S	NA
ENOG4111T8M	S	NA
ENOG4111T8Q	S	NA
ENOG4111T8S	S	LGFP repeat
ENOG4111T8T	S	Reticulon
ENOG4111T8V	S	NA
ENOG4111T8X	S	NA
ENOG4111T8Z	S	NA
ENOG4111T90	S	cytoplasmic protein
ENOG4111T92	S	NA
ENOG4111T93	S	NA
ENOG4111T94	S	NA
ENOG4111T95	S	NA
ENOG4111T96	S	Protein of unknown function (DUF2786)
ENOG4111T97	O	Cytochrome c oxidase subunit
ENOG4111T9A	S	Domain of unknown function (DUF336)
ENOG4111T9B	S	Protein of unknown function (DUF3298)
ENOG4111T9D	K	transcriptional regulator), MarR family
ENOG4111T9E	K	Transcriptional regulator
ENOG4111T9H	S	Integral membrane protein DUF95
ENOG4111T9I	S	SEL1
ENOG4111T9K	O	biogenesis of lysosomal organelles complex-1, subunit 4, cappuccino
ENOG4111T9M	S	Siphovirus Gp157
ENOG4111T9N	S	NA
ENOG4111T9Q	S	integral membrane protein
ENOG4111T9W	S	NA
ENOG4111T9Y	V	(ABC) transporter
ENOG4111T9Z	S	Pentapeptide repeat
ENOG4111TA0	U	Biopolymer transport protein ExbD TolR
ENOG4111TA1	T	Two component transcriptional regulator, luxr family
ENOG4111TA4	E	Amino acid permease-associated region
ENOG4111TA5	S	Head binding
ENOG4111TA6	S	NA
ENOG4111TA9	S	NA
ENOG4111TAA	O	Peptidase s1 and s6 chymotrypsin hap
ENOG4111TAB	S	NA
ENOG4111TAC	S	Serologically defined colon cancer antigen 3
ENOG4111TAD	S	Membrane
ENOG4111TAE	L	MULE transposase, conserved domain
ENOG4111TAF	S	NA
ENOG4111TAH	O	glutathione Stransferase
ENOG4111TAI	S	Pentapeptide repeat protein
ENOG4111TAK	S	BSD domain  
ENOG4111TAM	S	chromosome segregation protein pcs1
ENOG4111TAN	M	NA
ENOG4111TAQ	S	NA
ENOG4111TAR	S	NA
ENOG4111TAS	S	NA
ENOG4111TAT	T	response regulator (Receiver
ENOG4111TAV	O	Redoxin
ENOG4111TAW	S	von Willebrand factor type A domain
ENOG4111TAY	S	NA
ENOG4111TB0	S	NA
ENOG4111TB1	S	NA
ENOG4111TB2	S	type IV pilin
ENOG4111TB3	S	NA
ENOG4111TB7	Q	Phytanoyl-CoA dioxygenase (PhyH)
ENOG4111TB8	S	Phage integrase
ENOG4111TBB	S	VWA
ENOG4111TBG	S	Protein of unknown function (DUF2868)
ENOG4111TBH	S	ATP-grasp domain
ENOG4111TBM	S	Glucose-6-phosphate dehydrogenase subunit
ENOG4111TBP	S	NA
ENOG4111TBQ	C	NA
ENOG4111TBR	S	Polyketide cyclase / dehydrase and lipid transport
ENOG4111TBS	S	NA
ENOG4111TBT	S	(Lipo)protein
ENOG4111TBU	S	NA
ENOG4111TBV	S	NA
ENOG4111TBW	U	Pfam:GspL
ENOG4111TBX	S	Protein of unknown function (DUF1559)
ENOG4111TBZ	S	maoC domain protein
ENOG4111TC0	G	cellulase (EC 3.2.1.4)
ENOG4111TC1	S	NA
ENOG4111TC4	P	Voltage gated chloride channel
ENOG4111TC5	K	RNA polymerase sigma-24 subunit ECF subfamily
ENOG4111TC6	K	Transcriptional regulator PadR-like family
ENOG4111TC8	S	NA
ENOG4111TCB	S	NA
ENOG4111TCC	S	Hemimethylated DNA-binding protein YccV like
ENOG4111TCD	S	NA
ENOG4111TCE	S	Protein of unknown function (DUF2860)
ENOG4111TCF	S	Phage integrase family
ENOG4111TCG	M	Pfam:TonB
ENOG4111TCJ	T	myosin heavy chain kinase
ENOG4111TCK	S	NA
ENOG4111TCN	S	NA
ENOG4111TCR	M	Glycosyl transferases group 1
ENOG4111TCS	U	mechanosensitive ion channel
ENOG4111TCT	S	NA
ENOG4111TCW	E	ACT domain
ENOG4111TCX	S	NA
ENOG4111TCY	S	NA
ENOG4111TCZ	S	tsl-kinase interacting protein
ENOG4111TD0	S	dUTPase
ENOG4111TD1	S	NA
ENOG4111TD2	U	Alstrom syndrome 1
ENOG4111TD4	V	HNHc
ENOG4111TD5	S	NA
ENOG4111TD7	S	Conserved hypothetical, protein
ENOG4111TD8	S	NA
ENOG4111TD9	S	NA
ENOG4111TDA	S	NA
ENOG4111TDB	S	NA
ENOG4111TDC	S	Exhibits S-adenosyl-L-methionine-dependent methyltransferase activity (By similarity)
ENOG4111TDE	S	NA
ENOG4111TDF	K	LuxR family Transcriptional regulator
ENOG4111TDG	S	Polysaccharide deacetylase
ENOG4111TDH	S	NA
ENOG4111TDJ	K	HTH_LUXR
ENOG4111TDK	S	NA
ENOG4111TDM	S	Protein of unknown function (DUF3306)
ENOG4111TDQ	K	PaaX-like protein C-terminal domain
ENOG4111TDR	S	NA
ENOG4111TDS	S	NA
ENOG4111TDU	S	NA
ENOG4111TDV	S	CGGC
ENOG4111TDW	S	polyketide cyclase dehydrase
ENOG4111TDY	S	RNA polymerase sigma-24 subunit, ECF subfamily
ENOG4111TE0	S	Domain-Containing protein
ENOG4111TE2	S	NA
ENOG4111TE3	S	NA
ENOG4111TE4	S	NA
ENOG4111TE5	S	acyltransferase 3
ENOG4111TE6	S	NA
ENOG4111TE7	S	NA
ENOG4111TE8	S	PHP domain protein
ENOG4111TE9	P	phosphate phosphonate ABC transporter periplasmic
ENOG4111TEB	S	conserved hypothetical protein
ENOG4111TED	S	NA
ENOG4111TEE	S	repeat protein
ENOG4111TEG	S	NA
ENOG4111TEH	S	NA
ENOG4111TEI	S	NA
ENOG4111TEM	S	NA
ENOG4111TEN	S	Cdp-alcohol phosphatidyltransferase
ENOG4111TEP	S	Ion transport protein
ENOG4111TES	S	B-cell CLL lymphoma
ENOG4111TEW	S	NA
ENOG4111TEX	S	NA
ENOG4111TEY	S	Aminoglycoside N6-acetyltransferase
ENOG4111TF0	L	Recombinase
ENOG4111TF1	S	NA
ENOG4111TF2	S	domain protein
ENOG4111TF3	M	O-Antigen Polymerase
ENOG4111TF5	S	NA
ENOG4111TF6	K	Transcriptional regulator
ENOG4111TF7	G	TrapT family, DctQ subunit, C4-dicarboxylate transport
ENOG4111TF8	S	DnaD domain protein
ENOG4111TFB	S	NA
ENOG4111TFC	T	Histidine kinase
ENOG4111TFD	K	Transcriptional regulator, TetR family
ENOG4111TFF	T	dual specificity protein phosphatase
ENOG4111TFG	S	NUDIX domain
ENOG4111TFH	S	NA
ENOG4111TFI	S	NA
ENOG4111TFK	S	Retinitis pigmentosa 9 (Autosomal dominant)
ENOG4111TFM	S	NA
ENOG4111TFN	S	NA
ENOG4111TFP	S	transposase
ENOG4111TFR	S	cold-shock DNA-binding protein family
ENOG4111TFV	C	PBS lyase HEAT-like repeat
ENOG4111TFW	P	Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis (By similarity)
ENOG4111TG0	S	NA
ENOG4111TG1	S	Methyltransferase
ENOG4111TG2	S	NA
ENOG4111TG3	S	Protein of unknown function (DUF3088)
ENOG4111TG6	S	NA
ENOG4111TG7	S	PEGA domain-containing protein
ENOG4111TG8	S	NUDIX domain
ENOG4111TG9	S	glyoxalase bleomycin resistance protein dioxygenase
ENOG4111TGA	S	family with sequence similarity 194, member
ENOG4111TGB	T	anti-sigma regulatory factor serine threonine protein kinase
ENOG4111TGF	S	Plasmid stabilization system
ENOG4111TGH	S	Ferric reductase like transmembrane component
ENOG4111TGI	S	NA
ENOG4111TGJ	S	phage Tail Protein
ENOG4111TGK	S	NA
ENOG4111TGM	S	NA
ENOG4111TGP	T	Sulfotransferase domain
ENOG4111TGQ	S	Imelysin
ENOG4111TGR	Q	AMP-binding enzyme
ENOG4111TGV	K	Transcriptional regulator
ENOG4111TGW	S	NA
ENOG4111TGX	S	RES
ENOG4111TGZ	S	NA
ENOG4111TH0	L	DNA binding domain protein
ENOG4111TH1	S	NA
ENOG4111TH2	K	Transcriptional regulator
ENOG4111TH3	S	Oxidoreductase NAD-binding domain 
ENOG4111TH4	S	Urb2/Npa2 family
ENOG4111TH5	S	NA
ENOG4111TH6	S	NA
ENOG4111TH7	V	HNHc
ENOG4111TH9	S	NA
ENOG4111THA	S	NA
ENOG4111THB	S	RING finger domain protein (Znf1)
ENOG4111THC	S	NA
ENOG4111THE	S	NA
ENOG4111THF	K	rna polymerase
ENOG4111THG	S	Resistance protein
ENOG4111THI	S	NA
ENOG4111THK	S	Sigma-70 region 2 
ENOG4111THQ	S	Flavodoxin
ENOG4111THR	K	Sigma-70, region 4
ENOG4111THS	S	Phosphotransferase enzyme family
ENOG4111THT	S	Protein of unknown function (DUF1643)
ENOG4111THV	S	NA
ENOG4111THW	S	cutinase
ENOG4111THX	S	NA
